id,Category,Title,Description,Text,Photo,Year,Director,Trailer,Awards,Title_ru,Text_ru,Director_ru,Awards_ru
174,Comedy;Musical;USSR,"Goodbye, Medeo!",Z. Podskalsky. 1981,"Musical film revue. The Prague director is preparing a show performance ""Oriental Tale"" - a ballet on ice with the participation of vocal and instrumental ensembles and soloists. He shoots his picture in Kazakhstan.",https://static.tildacdn.com/tild6365-3533-4465-b561-336565316436/81042.jpeg,1981,Z. Podskalsky,,,"До свидания, Медео!",Музыкальный фильм-ревю. Пражский режиссер готовит шоу-представление “Восточная сказка” - балет на льду с участием вокально-инструментальных ансамблей и солистов. Съемки своей картины он проводит в Казахстане.,З. Подскальский,
175,Melodrama;USSR,Native Steppes,D. Manabaev. 1981,"A film about rural youth. Young people Aizhan and Aman love each other, but due to their different characters, they cannot find a common language. The authors do not immediately offer a happy ending, the heroes go through many obstacles before their destinies are connected.",https://static.tildacdn.com/tild3063-3931-4930-b462-346333363363/620515.jpeg,1981,D. Manabaev,,,Родные Степи,"Фильм о сельской молодежи. Молодые люди Айжан и Аман любят друг друга, но в силу разных характеров никак не могут найти общего языка. Авторы не сразу предлагают счастливый конец, через многие препятствия проходят герои, прежде чем их судьбы соединяются.",Д. Манабаев,
176,Drama;USSR,Three days of celebration,S. Raibaev.1981,"A young girl from a small Turkestan town comes to Alma-Ata to visit her grandmother. As a gift, she brings her seedlings of the sacred juniper tree, which, according to legend, brings happiness.",https://static.tildacdn.com/tild6537-3564-4534-b231-646531373733/712836.jpeg,1981,S. Raibaev,,,Три Дня Праздника,"Молоденькая девушка из небольшого туркестанского городка приезжает в Алма-Ату к бабушке. В подарок она везет ей саженцы священного дерева арчи, которое по преданию приносит счастье.",С. Райбаев,
177,Comedy;USSR,Melon,V. Pusurmanov. 1982,"The film is based on G. Musrepov's story ""Melon"". The main character Bulat, with his kindness and honesty, evokes the sympathy of the people around him. He is ready to help and therefore often finds himself in the most unexpected and ridiculous situations.",https://static.tildacdn.com/tild3261-3664-4564-b462-306638613334/310377.jpeg,1982,V. Pusurmanov,,,Дыня,Фильм снят по мотивам рассказа Г.Мусрепова «Дыня». Главный герой Булат своей добротой и честностью вызывает симпатию окружающих людей. Он готов прийти на помощь и поэтому часто попадает в самые неожиданные и нелепые ситуации.,В. Пусурманов,
178,Historical films;USSR,Red Yurt,K. Kasymbekov. 1982,The film tells about the first years of Soviet power in Kazakhstan and is dedicated to the propagandists-agitators of the 1920s who brought a new culture to the most remote corners of Kazakhstan.,https://static.tildacdn.com/tild3733-6462-4465-a637-663537313636/446855.jpeg,1982,K. Kasymbekov,,,Красная Юрта,"Фильм рассказывает о первых годах Советской власти в Казахстане и посвящен пропаганди- стам-агитаторам 20-х годов, которые несли в самые отдаленные уголки Казахстана новую культуру.",К. Касымбеков,NULL
179,Action;USSR,Last crossing,A. Tazhibaev.1982,"The search detachment of the OGPU, led by an experienced commander Kasymov, was instructed to neutralize a band of Basmachi who secretly crossed the border. At the head of the gang was one of the ardent enemies of Soviet power, Oraz Mergen. He first came to the rich Dosmukhambet, counting on his help. A detachment of Chekists immediately grabbed the leader of the gang, but due to the inexperience of the escort, he managed to escape.",https://static.tildacdn.com/tild3066-6165-4636-a532-616637356537/884690.jpeg,1982,A. Tazhibaev,,,Последний Переход,"Поисковому отряду ОГПУ, возглавляемому опытным командиром Касымовым, было поручено обезвредить банду басмачей, которые тайно переправились через границу. Во главе банды стоял один из ярых врагов Советской власти Ораз Мерген. Он первым делом явился к богачу Досмухамбету, рассчитывая на его помощь. Отряд чекистов сразу же схватил главаря банды, но из-за неопытности конвоира ему удалось бежать.",А. Тажыбаев,NULL
180,Animation;USSR,I'm your relative,Sh. Beisembaev. 1982,"A film about students of a specialized mathematical school, where a sixth-grader Tolegen comes to study from the village. Having confused the address of his relatives, he ends up in the Rakhmetov family, where he is mistaken for a distant relative and left to live with him.",https://static.tildacdn.com/tild3832-6434-4364-b438-326430396665/125087.jpeg,1982,Sh. Beisembaev,,,Я ваш Родственник,"Фильм об учащихся специализированной математической школы, куда из аула приезжает учиться шестиклассник Толеген. Перепутав адрес своих родственников, он попадает в семью Рахметовых, где его принимают за дальнего родственника и оставляют жить у себя.",Ш. Бейсембаев,NULL
181,Drama;USSR,The long milky way,A. Tazhibaev.1983,"1944. In order to help the starving regions of the liberated Donbass, it was decided to drive cattle from Kazakhstan. This story tells about how a group of group workers took on a human and civic duty to make a long, hard journey along the roads of an unfinished war.",https://static.tildacdn.com/stor3637-3263-4036-a261-326161366234/18656896.jpg,1983,A. Tazhibaev,,,Долгий Млечный Путь,"1944 год. С целью оказания помощи голодающим районам освобожденного Донбасса было решено перегнать из Казахстана крупный рогатый скот. Эта история рассказывает о том, как группа гуртовщиков взяла на себя человеческий и гражданский долг совершить долгий тяжелейший путь по дорогам еще неоконченной войны.",А. Тажыбаев,NULL
182,Drama;USSR,Redeem yourself,S. Zharmukhamedova. 1983,"Sultan, the son of Kozhabek, died in a car accident. The old man is having a hard time with his grief. After some time, Kozhabek finds out that he has a grandson and goes to the city to look for him. The ugly, bitter truth is revealed to the father, who knew little about the life of his son.",https://static.tildacdn.com/tild3637-3233-4638-b539-323530366537/636646.jpeg,1983,S. Zharmukhamedova,,,Искупи Вину,"В автомобильной катастрофе погиб Султан,сын Кожабека. Тяжело переживает старик свое горе. Cпустя время Кожабек узнает, что у него есть внук,и отправляется в город, чтобы его разыскать. Неприглядная, горькая правда открывается отцу, мало знавшему о жизни сына.",С. Жармухамедова,NULL
183,Drama;USSR,Salt river of childhood,A. Karsakbaev. 1983,"1943. Deep rear. The Syrdarya river is used to transport goods necessary for the rear and the front. The cargo was transported on canks - light boats. This work was performed by the heroes of the film - the old man Zeinolla and the war-deprived teenagers - Dariga, Mukhtar and Amir. When the old man died, the teenagers were left alone with the harsh and capricious river...",https://static.tildacdn.com/tild6238-3663-4635-b036-383338396531/179447.jpeg,1983,A. Karsakbaev,,,Соленая Река Детства,"1943 год. Глубокий тыл. По реке Сырдарья переправляются грузы, необходимые для тыла и фронта. Груз перевозили на канках - легких лодках. Эту работу и выполняли герои фильма - старик Зейнолла и обездоленные войной подростки - Дарига, Мухтар и Амир. Когда погиб старик, подростки остались наедине с суровой и капризной рекой...",А. Карсакбаев,NULL
184,USSR,Fear the ninth son,V. Pusurmanov. 1984,"Based on Kazakh folk tales. Yerkenzhe, the youngest son of the herdsman Yerzhan, goes in search of his father and eight brothers, who were turned into stone idols by the evil wizard Tasbol. Kindness, courage and courage will help the young hero of the fairy tale overcome the obstacles that the insidious sorcerer puts in his way.",https://static.tildacdn.com/tild3963-3438-4438-b561-366364386432/522033.jpeg,1984,V. Pusurmanov,,,"Бойся, Враг, Девятого Сына!","По мотивам казахских народных сказок. Еркенже, младший сын табунщика Ержана, отправляется на поиски отца и восьми братьев, превращенных злым волшебником Тасболом в каменных истуканов. Доброта, смелость и отвага помогут юному герою сказки преодолеть препятствия, которые воздвигает на его пути коварный колдун.",В. Пусурманов,NULL
185,Drama;USSR,Return of Olmes,"I. Kvirikadze, M. Yakshimbetov. 1984","The children of Olmes at first shied away from their father, who returned from the front. He did not turn out to be a hero, as his grandfather praised him. The father had to win again the closeness of the children who had become unaccustomed to him during the war, especially Olmes was helped in this by the victory in kokpar, the Kazakh national game.",https://static.tildacdn.com/tild6439-6433-4435-b761-336236616165/455067.jpeg,1984,"I. Kvirikadze, M. Yakshimbetov",,,Возвращение Ольмеса,"Дети Ольмеса поначалу чуждались отца, вернувшегося с фронта. Он не оказался героем, как его расхваливал дед. Пришлось отцу вновь завоевывать близость отвыкших от него за войну детей, особенно Ольмесу помогла в этом победа в кокпаре - казахской национальной игре.","И. Квирикадзе, М. Якшимбетов",NULL
186,Comedy;USSR,Accept Adam,L. Son.1985,"Worker Adam, an angular and somewhat funny man, did not develop either his personal life or business at work for a long time. Only out of respect for his mother, Adam was enrolled in a detachment of high-altitude fitters. But as soon as the guy took on new duties, a вЂњburningвЂќ ticket to a high-mountain camp site turned up.",https://static.tildacdn.com/stor6531-3634-4634-b065-646262373338/77463321.png,1985,L. Son,,,Примите Адама,"У рабочего Адама, человека угловатого и немного смешного, долго не складывались ни личная жизнь, ни дела на работе. Лишь из уважения к его матери Адама зачислили в отряд монтажников-высотников. Но едва парень приступил к новым обязанностям, подвернулась “горящая” путевка на высокогорную турбазу.",Л. Сон,NULL
187,Melodrama;USSR,Sweet juice inside the grass,A. Alpiev.1984,"The main character, fourteen-year-old Syuirik, experiences the feeling of her first unrequited love for a boy named Marat. After the holidays on the first of September, a new girl Natasha appeared in the class. And from that day, Suyrik's suffering begins...",https://static.tildacdn.com/tild3331-6365-4531-a333-323233613261/499275.jpeg,1984,A. Alpiev,,,Сладкий Сок Внутри Травы,Главная героиня - четырнадцатилетняя Сюирик - переживает чувство первой неразделенной любви к мальчику по имени Марат. После каникул первого сентября в классе появилась новая девочка Наташа. И с этого дня начинаются страдания Сюйрик...,А. Альпиев,NULL
188,USSR,Human factor,S. Shutov. 1985,"A young economist, Daria Karatayeva, while working at a garment factory, becomes a witness to major financial and economic violations on the part of some responsible workers. Despite attempts to put pressure on her, she remains principled in her actions.",https://static.tildacdn.com/stor6566-3333-4139-b733-633065643063/47488327.jpg,1985,S. Shutov,,,Человеческий Фактор,"Молодой экономист Дария Каратаева, работая на швейной фабрике, становится свидетелем крупных финансово-хозяйственных нарушений со стороны некоторых ответственных работников. Несмотря на попытки оказать на нее давление, она остается принципиальной в своих действиях.",С. Шутов,NULL
189,USSR,Cheetah is back,"L. Mukhamedgalieva, V. Belyalov 1985","The cheetah, a predator wounded by poachers, is nursed by an old huntsman and his grandson. Once disappearing, the cheetah returns after some time.",https://static.tildacdn.com/stor3565-6238-4338-a339-366335373662/84578533.jpg,1985,"L. Mukhamedgalieva, V. Belyalov",,,Гепард Возвращается,"Раненого браконьерами хищника — гепарда выхаживают старый егерь и его внук. Однажды исчезнув, гепард через какое-то время возвращается.","Л. Мухамедгалиева, В. Белялов",NULL
190,Biography;Historical films;USSR,We are the ones!,S. Khodzhikov. 1985,"The story of friendship between the famous Kazakh wrestler Hadji Mukan and the Russian hero Ivan Poddubny, world champions in French wrestling.",https://static.tildacdn.com/tild6635-6366-4334-a536-343961666161/436339.jpeg,1985,S. Khodzhikov,,,Знай Наших!,"История дружбы прославленного казахского борца Хаджи Мукана и русского богатыря Ивана Поддубного, чемпионов мира по французской борьбе.",С. Ходжиков,NULL
191,USSR,"Fly, Crane!","K. Kasymbekov, T. Kazybekov. 1985","A lyrical story about a third-grader Tuyak who dreams of becoming a pioneer. He passionately loves his grandfather the huntsman, willingly listens to his stories, knows how to appreciate the beautiful. Driven by a sense of justice, little Tuyak does things that are misinterpreted by teachers and adults.",https://static.tildacdn.com/stor3831-3037-4636-a339-643133313437/87444870.jpg,1985,"K. Kasymbekov, T. Kazybekov",,,"Лети, Журавлик!","Лирическое повествование о третьекласснике Туяке, мечтающем стать пионером. Он горячо любит своего деда-егеря, охотно слушает его рассказы, умеет ценить прекрасное. Движимый чувством справедливости, маленький Туяк совершает поступки, неправильно истолковываемые учителями и взрослыми.","К. Касымбеков, Т. Казыбеков",NULL
192,Drama;USSR,Nonprofessionals,S. Bodrov. 1985,"The film is directed against human indifference, cruelty, lack of spirituality. The film is based on the difficult situation of the meeting of two completely polar worlds.",https://static.tildacdn.com/tild3933-6232-4063-b334-366361376639/523058.jpeg,1985,S. Bodrov,,,Непрофессионалы,"Фильм направлен против человеческого равнодушия, жестокости, бездуховности.В основу фильма легла сложная ситуация встречи двух совершенно полярных миров.",С. Бодров,NULL
193,Drama;Family films;USSR,My sister Lucy!,E. Shinarbaev. 1985,"The film is a memory of an adult about the unforgettable days of the first post-war year. A small Kazakh town in the post-war year. The Russian woman Klava, who lost her husband at the front, with her 12-year-old daughter Lyusya, sheltered a Kazakh woman Aigul with a seven-year-old boy in her house.",https://static.tildacdn.com/tild6661-6634-4239-a365-663162343664/782444.jpeg,1985,E. Shinarbaev,,,Сестра Моя Люся,"Фильм-воспоминание взрослого человека о незабываемых днях первого послевоенного года. Небольшой казахский городок в послевоенный год. Русская женщина Клава, потерявшая мужа на фронте, с 12-летней дочерью Люсей, приютила в своем доме казашку Айгуль с семилетнем мальчиком.",Е. Шинарбаев,NULL
194,Drama;USSR;War,Snipers,B. Shamshiev.1985,"About the short but glorious life of the daughter of the Kazakh people, Hero of the Soviet Union Aliya Moldagulova, about her feat during the Great Patriotic War.",https://static.tildacdn.com/tild3438-3837-4265-b862-663765633766/302212.jpeg,1985,B. Shamshiev,,,Снайперы,"О короткой, но славной жизни дочери казахского народа, Героя Советского Союза Алии Молдагуловой, о ее подвиге в годы Великой Отечественной войны.",Б. Шамшиев,NULL
195,Action;USSR,Secrets of Madame Wong,S. Puchinyan. 1986,"An adventure film about the search for modern pirates in Southeast Asia. It would seem that the days of filibusters, who once plied the seas and oceans under black flags, are long gone. And yet they exist. One of these pirate syndicates is led by a certain Madame Wong...",https://static.tildacdn.com/tild3964-3130-4230-a330-633135393435/80265.jpeg,1986,S. Puchinyan,,,Тайны мадам Вонг,"Приключенческий фильм о поисках современных пиратов Юго-Восточной Азии. Казалось бы, давно прошли времена флибустьеров, бороздивших когда-то под черными флага­ми моря и океаны. И тем не менее они существуют. Одной из таких пиратских синдикатов руководит некая мадам Вонг...",С. Пучинян,NULL
196,Drama;USSR,Deer Man,M. Smagulov. 1985,"About the relationship between the past and the present, the universal and the individual, about the preservation of the humane, high beginning in man. High in the mountains, the forester Aktan lives alone with his mute aunt in an abandoned village.",https://static.tildacdn.com/tild3262-3738-4832-b734-656536633263/800477.jpeg,1985,M. Smagulov,,,Человек-Олень,"О соотношении прошлого и настоящего, всеобщего и индивидуального, о сохранении гуманного, высокого начала в человеке. Высоко в горах уединенно живет лесник Актан со своей немой тетей в покинутом людьми ауле.",М. Смагулов,NULL
197,Drama;USSR,Scream,D. Manabaev. 1986,"Based on the story of the same name by the famous Kazakh writer O. Bokeev. The film-drama examines the problems of the confrontation between good and evil, human courage and opposition to life circumstances.",https://static.tildacdn.com/stor6365-3830-4935-b939-303038346633/57279679.png,1986,D. Manabaev,,,Крик,"По одноименной повести известного казахского писателя О.Бокеева. Фильм-драма рассматривает проблемы противоборства добра и зла, человеческого мужества и противостояния жизненным обстоятельствам.",Д. Манабаев,NULL
198,USSR,Lieutenant S.,T. Argancheev. 1987,"A man was hit on the road, the perpetrators fled. But at the army training camp, young people recognize in their commander the man they shot down.",https://static.tildacdn.com/tild6439-3161-4237-a631-663338646263/505310.jpeg,1987,T. Argancheev,,,Лейтенант С.,"На дороге сбит человек, виновники скрылись. Но вот на армейских сборах молодые люди узнают в своем командире сбитого ими человека.",Т. Арганчеев,NULL
199,Animation;USSR,My home in green hills,A. Suleeva 1985,"It is so different - the world of our childhood. For Arman, the little hero of the film, these are endless meadows and snow-white flocks of sheep grazing on the steep slopes of green hills, the calm warmth of a yurt, an ancient stone woman, to which a real hunting golden eagle flies every day, smart dog Aktaban, boundless expanse and a clear sky overhead . And suddenly this familiar world narrowed down to the size of a city boarding school with unusual laws, strangers - Arman went to first grade.",https://static.tildacdn.com/tild3938-3061-4461-a234-356538333265/pv_1189210.jpeg,1985,A. Suleeva,,,Мой Дом на Зеленых Холмах,"Он такой разный — мир нашего детства. Для Армана, маленького героя фильма — это бесконечные луга и белоснежные отары овец, пасущихся на крутых склонах зеленых холмов, спокойное тепло юрты, древняя каменная баба, на которую каждый день прилетает настоящий охотничий беркут, умный пес Актабан, безбрежный простор и ясное небо над головой. И вдруг этот знакомый мир сузился до размеров городской школы-интерната с непривычными законами, незнакомыми людьми — Арман пошел в первый класс.",А. Сулеева,NULL
200,Animation;Drama;USSR,Sagebrush,A. Ashimov. 1986,"Based on the story of the same name by Dulat Isabekov, a famous Kazakh writer. Little Ergesh wants to help his sick grandfather buy expensive medicines. To earn the necessary money, he and the city boy Omash collect wormwood for delivery to the pharmacy. Ergesh's character is solid and uncompromising. He does not accept deceit. When Ergesh finds out that Omash is stealing the wormwood collected by others, he burns it all...",https://static.tildacdn.com/tild6266-3332-4339-a566-383762333238/505708.jpeg,1986,A. Ashimov,,,Полынь,"По одноименному рассказу Дулата Исабекова, известного казахского писателя. Маленький Ергеш хочет помочь больному деду купить дорогие лекарства. Чтобы заработать необходимые деньги, он с городским парнем Омашем собирает полынь для сдачи в аптеку. Характер Ергеша цельный и бескомпромиссный. Он не приемлет обмана. Когда Ергеш узнает, что Омаш ворует собранную другими полынь, то сжигает ее всю...",А. Ашимов,NULL
201,Biography;Drama;Historical films;Melodrama,Batyr Bayan,S. Taukel. 1993,"The film was created based on the Kazakh poet Magzhan Zhumabaev, who was repressed in 1937. And dedicated to the 100th anniversary of his birth.",https://static.tildacdn.com/tild3834-3731-4163-a536-323135616135/617670.jpeg,1993,S. Taukel,,,Батыр Баян,"Фильм создан по мотивам казахского поэта Магжана Жумабаева, репрессированного в 1937г. И посвящен 100-летию со дня его рождения.",С. Таукел,NULL
202,Drama;Historical films;Melodrama,Forget me,V. Pusurmanov. 1993,"XVIII century. Kazakhstan is at a crossroads: either disappear from the face of the earth as a nation, or become part of Russia, and at least not without losses, but survive. All this is the background against which the tragic love story of Khan Abulkhair and Khansha Bope unfolds.",https://static.tildacdn.com/tild6663-6165-4230-a338-383334393738/610282.jpeg,1993,V. Pusurmanov,,,Забудь обо Мне,"Восемнадцатый век. Казахстан на перепутье: или исчезнуть с лица земли как нация, или войта в состав России, и хоть не без потерь, но выжить. Все это фон, на котором разворачивается полная трагизма история любви хана Абулхаира и ханши Бопе.",В. Пусурманов,NULL
203,Drama;Melodrama,Place on a gray cocked hat,E. Shinarbaev. 1993,"On the screen, young men and women wander from lane to lane, from apartment to apartment, get into fights, and end up in police stations. At the same time they read wonderful poems, listen to beautiful music and are sincere in love. They have a delicate taste and a pure soul, but it doesn't matter where to put yourself, where?",https://static.tildacdn.com/tild6537-3165-4261-b137-653636643235/73490dd9f3c93c231568.jpeg,1993,E. Shinarbaev,,,Место на Серой Треуголке,"На экране юноши и девушки бродят из переулка в переулок, из квартиры в квартиру, попадают в драки, в отделение милиции. Одновременно они читают чудные стихи, слушают прекрасную музыку и искренни в любви. У них тонкий вкус и чистая душа, но все равно, куда себя деть, куда?",Е. Шинарбаев,NULL
204,Drama;Melodrama,Station of love,T. Temenov. 1993,"The drama is based on the classic ""triangle"": two young men fall in love with a girl named Gulnaz, her classmates are Oral and Zhenis. Gulnaz prefers sincere and romantic Oral. Young people are happy. However, Zhenis is not going to leave everything as it is, he has his own motives to be with Gulnaz.",https://static.tildacdn.com/tild3265-6461-4766-b062-626138323834/_.jpeg,1993,T. Temenov,,,Станция Любви,"В основе драматургии классический «треугольник»: в девушку по имени Гульназ влюбляются двое юношей, ее одноклассники - Орал и Женис. Гульназ отдает предпочтение искреннему и романтичному Оралу. Молодые люди счастливы. Однако Женис не собирается оставлять все как есть, у него есть свои мотивы быть с Гульназ.",Т. Теменов,NULL
205,Adventure;Drama,Stranger,T. Suleimenov. 1993,"The plot of the film is quite simple - one of the characters in the film, American John, comes to Kazakhstan on a business trip. A chance encounter with his Kazakh peer, Kanat, a guy with no particular occupation, throws John out of his usual way of life.",https://static.tildacdn.com/stor3165-3162-4134-a331-386136626365/43131515.png,1993,T. Suleimenov,,,Стрейнджер,"Сюжет фильма достаточно прост - один из героев фильма, американец Джон, приезжает в Казахстан в служебную командировку. Случайное знакомство с его казахским сверстником, Канатом, парнем без определенного рода занятий, выбрасывает Джона из привычного образа жизни.",Т. Сулейменов,NULL
206,Drama,Pigeon ringer,A. Karakulov. 1994,"In an abandoned village in the same house, separated by a wall, two people live: a young man and his beloved girl. The guy broke the wall and they ended up together. Their love passes among the doves on a romantic dovecote.",https://static.tildacdn.com/stor3132-3863-4335-a533-643666376161/47066774.jpg,1994,A. Karakulov,,,Голубиный Звонарь,"В заброшенной деревне в одном доме, разделенном стеной, живут двое: юноша и его любимая девушка. Парень разломал стену и они оказались вместе. Их любовь проходит среди голубей на романтической голубятне.",А. Каракулов,NULL
207,Comedy;Drama,Biography of a young accordionist,S. Narymbetov. 1994,"The story of a young accordionist who, against his will, finds himself in a difficult life situation: these are the experiences of a boy - charm and disappointment, the first love and the collision of a young being with harsh reality..",https://static.tildacdn.com/stor3536-3061-4763-b161-663866363662/72278409.jpg,1994,S. Narymbetov,,,Жизнеописание Юного Аккордеониста,"История юного аккордеониста, который не по своей воле оказывается в сложной жизненной ситуации: это переживания мальчика - очарование и разочарование, первая любовь и столкновение юного существа с суровой реальностью..",С. Нарымбетов,NULL
208,Drama;Melodrama,Do you need a puppy?,K. Kasymbekov. 1994,"A small episode from the life of a rural boy Azamat, but in this simple story one can see the life of today's village with its weekdays and holidays, shown through the eyes of a child who has his own important children's task - to save the life of three wonderful puppies. Azamat's grandson comes to visit his grandfather from the city. At this time, the grandfather's dog brought three puppies. Grandfather wants to get rid of them, but does not know what to do. Then Azamat takes the puppies and offers them to the neighbors. Because of the strong love for animals, the boy awakens pity and compassion, and this does not allow the puppies to die.",https://static.tildacdn.com/stor6135-3938-4531-b136-373165663835/64005899.jpg,1994,K. Kasymbekov,,"Participation in the competition of the Belgian OPEN DOEK festival.
 Prize ""For the best representation of children's themes"" at the Second Film Festival ""Stars of Shaken"".
 Special prize ""For the kindest film"" at the International Children's Film Festival ""Kinotavrik"", Sochi, Russia, November, 2004.",Тебе нужен Щенок?,"Небольшой эпизод из жизни сельского мальчика Азамата, но в этой простой истории просматривается быт сегодняшнего села с его буднями и праздниками, показанный глазами ребенка, у которого своя важная детская задача – спасти жизнь трех чудесных щенков. <br />К дедушке из города приезжает внук Азамат. В это время у дедушки собака принесла трех щенят. Дед хочет избавиться от них, но не знает, как поступить. Тогда Азамат берет щенят и предлагает их соседям. Из-за сильной любви к животным у мальчика просыпается жалость и сострадание, и это не дает щенкам погибнуть.",К. Касымбеков,"Участие в конкурсе бельгийского фестиваля OPEN DOEK.
Приз «За лучшее отображение детской тематики» на Втором кинофестивале «Звезды Шакена».
Специальный приз «За самый добрый фильм» на Международном детском кинофестивале «Кинотаврик», Сочи, Россия, ноябрь, 2004 г.
"
209,Biography;Historical films,Abai,A. Amirkulov. 1995,"This is a voluminous narrative about the life of the Kazakh steppe of the 19th century, about life, tribal and human relations in the Kazakh environment, where the youth of the great poet and enlightener Abai passes.",https://static.tildacdn.com/tild3535-3763-4838-a663-376433336266/623001.jpeg,1995,A. Amirkulov,,,Абай,"Это объемное повествование о жизни казахской степи XIX века, о быте, родовых и человеческих отношениях в казахской среде, где проходит юность великого поэта и просветителя Абая.",А. Амиркулов,NULL
210,Drama,Cardiogram,D. Omirbaev. 1995,"This is an artistic study of the psychology of the child's soul, the process of adaptation of the child in an unfamiliar and unusual environment for him.",https://static.tildacdn.com/tild3135-3162-4965-b962-346164343762/afad9c603220d7771d6b.jpeg,1995,D. Omirbaev,,,Кардиограмма,"Это художественное исследование психологии детской души, процесса адаптации ребенка в незнакомой и непривычной для него среде.",Д. Омирбаев,NULL
211,Drama,Shanghai,A. Baranov. 1996,"According to the genre - a folk novel, where laughter alternates with sadness, and joy - with tears. The film tells about ""simple"" people living in such a difficult time.",https://static.tildacdn.com/stor3537-3032-4533-a165-376136383934/62084617.jpg,1996,A. Baranov,,,Шанхай,"По жанру - народный роман, где смех чередуется с грустью, а радость - со слезами. Фильм рассказывает о ""простых"" людях, живущих в столь непростое время.",А. Баранов,NULL
212,Adventure;Drama,The one who is gentler,A. Karpykov. 1996,"A young man named Danesh was hospitalized with a broken leg. The old man, his neighbor in the ward, told Danesh about two relics: a tamga (a golden dish) and a ruby, with their help, once a year, a treasure can be found in the Scorpion Canyon. Tamga was brought from abroad by Arab sheikhs, who will be waiting for a messenger from the old man. After the death of the old man, his sisters give Danesh a ruby and a map of the Canyon, and he goes in search of treasure. The bandit Ramazan becomes his rival, who kidnapped the translator Alena, who is able to read the Arabic inscription on the tamga.",https://static.tildacdn.com/tild3033-6138-4934-a238-373736623666/mediapreview.jpeg,1996,A. Karpykov,,,"Тот, кто нежнее","Молодой человек по имени Данеш попал в больницу с переломом ноги. Старик, его сосед по палате рассказал Данешу о двух реликвиях: тамге (золотом блюде) и рубине, с их помощью раз в году в Каньоне Скорпиона можно найти сокровище. Тамгу привезли из-за границы арабские шейхи, которые будут ждать посланца от старика. После смерти старика его сёстры отдают Данешу рубин и карту Каньона, и он отправляется на поиски сокровищ. Его соперником становится бандит Рамазан, который похитил переводчицу Алёну, способную прочитать арабскую надпись на тамге.",А.Карпыков,NULL
213,Biography,Youth of Zhambyl,K. Kasymbekov. 1996,"A film about the great Kazakh akyn Zhambyl, the life of the Kazakh steppe of the late XIX - early XX century. the formation of the human personality of the national poet.",https://static.tildacdn.com/tild6634-3564-4031-b639-623464666161/680911.jpeg,1996,K. Kasymbekov,,,Юность Жамбыла,"Фильм о великом казахском акыне Жамбыле, жизни казахской степи конца XIX - начала XX века. становлении человеческой личности народного поэта.",К. Касымбеков,NULL
214,Drama,Zaman-ai,B. Sharip. 1997,"The film is based on the novel by Saken Zhunusov. An old woman, together with her little grandson, returns from China to their homeland in Kazakhstan. Half a century ago, when confiscations, collectivization and other revolutionary ""tornadoes"" raged in her homeland, which brought mass starvation and the extermination of an entire people to this land, she had to leave China with her relatives.",https://static.tildacdn.com/stor3430-6231-4437-b763-643235653866/21686294.png,1997,B. Sharip,,,Заман-ай,"Фильм поставлен по роману Сакена Жунусова. Старая женщина вместе с маленьким внуком возвращается из Китая на родину в Казахстан. Полвека назад, когда на ее Родине бушевали конфискации, коллективизация и прочие революционные ""смерчи"", принесшие на эту землю массовый голод и истребление целого народа, ей пришлось вместе со своими сородичами уйти за кордон-Китай.",Б. Шарип,NULL
215,Drama,Rustem's notes with drawings,A. Amirkulov. 1998,"Eighteen-year-old Rustem (Yerzhan Rustembekov), unlike his business sister Madina (Aruzhan Sain), is lazy and inert, he looks at the world with cold eyes, hiding behind indifference and cruelty to others. The strange girl Miko (Assel Shaimukhambetova) timidly tries to destroy Rustem's ""shell"" with a fragile feeling of first love.",https://static.tildacdn.com/tild3331-3135-4332-a237-623230373934/522932.jpeg,1998,A. Amirkulov,,,Записки Рустема с Рисунками,"Восемнадцатилетний Рустем (Ержан Рустембеков), в отличие от своей деловой сестренки Мадины (Аружан Саин), ленив и инертен, он смотрит на мир холодными глазами, спрятавшись за равнодушием и жестокостью к окружающим. Странная девушка Мико (Асель Шаймухамбетова) робко пытается разрушить ""панцирь"" Рустема хрупким чувством первой любви.",А. Амиркулов,NULL
216,Drama,Aksuat,S. Aprymov. 1998,"In his native village of Aksuat (the action of Aprymov's ""Final Stop"" also took place here), the younger brother, a failed businessman mired in debt, comes to his elder brother. With him is a Russian woman who soon gives birth to his son. The father of the newborn immediately leaves for the city, and she remains in the outback. A woman and her child change the life of an older brother. Its tenants haunt the neighbors. His own wedding, outlined before their arrival, is upset - the bride is given in marriage to another. He is deprived of his job, and he understands that these two are superfluous here.",https://static.tildacdn.com/tild6662-3734-4532-a532-353033613937/5_3811261_ru_5361b5d.jpeg,1998,S. Aprymov,,,Аксуат,"В родной поселок Аксуат (действие «Конечной остановки» Апрымова происходило тоже здесь) к старшему брату приезжает младший — погрязший в долгах неудавшийся бизнесмен. С ним русская женщина, которая вскоре рожает ему сына. Отец новорожденного сразу же уезжает в город, а она остается в захолустье. Женщина и ее ребенок меняют жизнь старшего брата. Его жильцы не дают покоя соседям. Наметившаяся до их приезда его собственная свадьба расстраивается — невесту выдают замуж за другого. Его лишают работы, и он понимает, что эти двое тут лишние.",С. Апрымов,NULL
